order_id,customer_id,order_date,order_status,subtotal,shipping_cost,final_amount
ORD_00000193,CUST_000752,2024-12-02,완료,1168000,0,1168000
ORD_00000194,CUST_000808,2023-11-23,완료,298000,0,298000
ORD_00000195,CUST_000916,2024-10-11,완료,21250,3000,24250
ORD_00000196,CUST_000342,2024-02-27,배송중,362000,0,362000
ORD_00000197,CUST_000099,2023-10-21,배송중,1225000,0,1225000
ORD_00000198,CUST_000006,2023-09-20,완료,1395250,0,1395250
ORD_00000199,CUST_000640,2024-02-20,완료,186000,0,186000
ORD_00000200,CUST_000078,2023-04-27,완료,117599,0,117599
ORD_00000201,CUST_000418,2023-07-16,완료,181000,0,181000
ORD_00000202,CUST_000530,2023-09-09,완료,268000,0,268000
ORD_00000203,CUST_000830,2024-04-20,완료,481900,0,481900
ORD_00000204,CUST_000252,2024-03-22,완료,556000,0,556000
ORD_00000205,CUST_000346,2024-10-24,취소,1522000,0,1522000
ORD_00000206,CUST_000391,2023-07-26,배송중,1635000,0,1635000
ORD_00000207,CUST_000234,2023-05-20,완료,1503000,0,1503000
ORD_00000208,CUST_000478,2023-09-22,배송중,263500,0,263500
ORD_00000209,CUST_000684,2024-11-05,완료,936600,0,936600
ORD_00000210,CUST_000343,2023-06-30,완료,541800,0,541800
ORD_00000211,CUST_000896,2023-02-13,완료,6948000,0,6948000
ORD_00000212,CUST_000047,2023-02-26,완료,203000,0,203000
ORD_00000213,CUST_000984,2023-11-18,완료,33000,3000,36000
ORD_00000214,CUST_000596,2023-11-02,완료,1038000,0,1038000
ORD_00000215,CUST_000937,2024-01-08,완료,2757000,0,2757000
ORD_00000216,CUST_000410,2024-11-04,완료,752000,0,752000
ORD_00000217,CUST_000070,2023-05-24,완료,159000,0,159000
ORD_00000218,CUST_000948,2023-04-25,완료,4278900,0,4278900
ORD_00000219,CUST_000292,2024-05-27,배송중,2957000,0,2957000
ORD_00000220,CUST_000212,2024-06-18,완료,2946000,0,2946000
ORD_00000221,CUST_000135,2024-08-17,완료,312000,0,312000
ORD_00000222,CUST_000130,2023-09-15,완료,193600,0,193600
ORD_00000223,CUST_000813,2024-09-06,완료,17600,3000,20600
ORD_00000224,CUST_000660,2023-11-17,배송중,277200,0,277200
ORD_00000225,CUST_000305,2024-08-21,완료,870000,0,870000
ORD_00000226,CUST_000422,2024-02-04,완료,477000,0,477000
ORD_00000227,CUST_000090,2023-08-30,완료,189000,0,189000
ORD_00000228,CUST_000762,2023-08-12,완료,506000,0,506000
ORD_00000229,CUST_000669,2023-04-20,완료,186000,0,186000
ORD_00000230,CUST_000666,2023-08-08,완료,2517398,0,2517398
ORD_00000231,CUST_000063,2024-02-23,완료,4726000,0,4726000
ORD_00000232,CUST_000461,2024-05-17,취소,8016000,0,8016000
ORD_00000233,CUST_000883,2023-04-26,배송중,18700,3000,21700
ORD_00000234,CUST_000050,2024-07-12,완료,240000,0,240000
ORD_00000235,CUST_000293,2024-05-01,취소,919000,0,919000
ORD_00000236,CUST_000921,2023-10-12,완료,313000,0,313000
ORD_00000237,CUST_000019,2024-05-01,완료,340200,0,340200
ORD_00000238,CUST_000853,2024-01-12,완료,2852600,0,2852600
ORD_00000239,CUST_000853,2023-01-22,완료,28050,3000,31050
ORD_00000240,CUST_000993,2024-09-12,완료,1503000,0,1503000
ORD_00000241,CUST_000858,2024-11-09,완료,1577000,0,1577000
ORD_00000242,CUST_000365,2024-12-08,완료,69000,0,69000
ORD_00000243,CUST_000995,2023-09-03,완료,460000,0,460000
ORD_00000244,CUST_000240,2024-07-19,완료,271800,0,271800
ORD_00000245,CUST_000674,2023-11-13,완료,1518000,0,1518000
ORD_00000246,CUST_000898,2024-12-18,배송중,2490000,0,2490000
ORD_00000247,CUST_000026,2024-12-02,완료,138600,0,138600
ORD_00000248,CUST_000116,2024-07-01,완료,138600,0,138600
ORD_00000249,CUST_000581,2024-03-29,배송중,89600,0,89600
ORD_00000250,CUST_000579,2023-01-09,완료,454000,0,454000
ORD_00000251,CUST_000217,2023-09-19,완료,4912000,0,4912000
ORD_00000252,CUST_000085,2023-04-03,완료,174400,0,174400
ORD_00000253,CUST_000534,2023-11-01,완료,238000,0,238000
ORD_00000254,CUST_000718,2023-06-14,배송중,330000,0,330000
ORD_00000255,CUST_000643,2024-10-08,배송중,4912000,0,4912000
ORD_00000256,CUST_000845,2024-10-21,완료,411400,0,411400
ORD_00000257,CUST_000727,2023-10-08,완료,303000,0,303000
ORD_00000258,CUST_000431,2024-05-18,취소,649000,0,649000
ORD_00000259,CUST_000683,2024-02-27,완료,802000,0,802000
ORD_00000260,CUST_000952,2024-03-08,완료,329400,0,329400
ORD_00000261,CUST_000973,2024-12-16,완료,4131000,0,4131000
ORD_00000262,CUST_000411,2024-06-02,완료,154850,0,154850
ORD_00000263,CUST_000925,2023-12-27,완료,1680000,0,1680000
ORD_00000264,CUST_000321,2024-07-14,완료,1301200,0,1301200
ORD_00000265,CUST_000958,2024-12-12,완료,1087000,0,1087000
ORD_00000266,CUST_000365,2023-02-23,취소,84000,0,84000
ORD_00000267,CUST_000762,2024-10-18,완료,21250,3000,24250
ORD_00000268,CUST_000965,2024-10-07,완료,138000,0,138000
ORD_00000269,CUST_000521,2024-10-18,완료,131000,0,131000
ORD_00000270,CUST_000272,2023-01-04,배송중,586400,0,586400
ORD_00000271,CUST_000400,2024-10-05,완료,1118000,0,1118000
ORD_00000272,CUST_000403,2024-08-12,완료,45000,3000,48000
ORD_00000273,CUST_000709,2023-04-24,완료,81000,0,81000
ORD_00000274,CUST_000313,2023-09-13,취소,3008400,0,3008400
ORD_00000275,CUST_000501,2024-10-26,완료,176700,0,176700
ORD_00000276,CUST_000167,2024-08-31,완료,2994000,0,2994000
ORD_00000277,CUST_000057,2024-02-25,완료,556000,0,556000
ORD_00000278,CUST_000755,2024-04-07,취소,152000,0,152000
ORD_00000279,CUST_000386,2023-05-17,완료,2264000,0,2264000
ORD_00000280,CUST_000439,2023-06-27,완료,762000,0,762000
ORD_00000281,CUST_000928,2024-08-30,완료,5914000,0,5914000
ORD_00000282,CUST_000847,2023-10-16,완료,3363600,0,3363600
ORD_00000283,CUST_000128,2024-01-12,완료,81000,0,81000
ORD_00000284,CUST_000364,2024-02-07,취소,2790000,0,2790000
ORD_00000285,CUST_000028,2024-08-07,완료,1321600,0,1321600
ORD_00000286,CUST_000391,2023-01-24,완료,9930000,0,9930000
ORD_00000287,CUST_000379,2024-10-03,완료,13600,3000,16600
ORD_00000288,CUST_000514,2023-04-02,완료,3154000,0,3154000
ORD_00000289,CUST_000368,2023-07-23,완료,440800,0,440800
ORD_00000290,CUST_000108,2024-12-19,완료,354550,0,354550
ORD_00000291,CUST_000093,2024-02-15,완료,543000,0,543000
ORD_00000292,CUST_000798,2024-03-15,완료,2757000,0,2757000
ORD_00000293,CUST_000308,2023-09-24,완료,540000,0,540000
ORD_00000294,CUST_000225,2023-06-24,완료,40800,3000,43800
ORD_00000295,CUST_000145,2023-05-01,완료,102000,0,102000
ORD_00000296,CUST_000550,2024-06-22,완료,1838000,0,1838000
ORD_00000297,CUST_000284,2024-04-09,완료,2958100,0,2958100
ORD_00000298,CUST_000208,2023-05-02,완료,347000,0,347000
ORD_00000299,CUST_000763,2024-12-31,완료,104000,0,104000
ORD_00000300,CUST_000642,2023-07-15,완료,2490000,0,2490000
ORD_00000301,CUST_000396,2023-10-22,완료,1619000,0,1619000
ORD_00000302,CUST_000497,2024-01-27,완료,165000,0,165000
ORD_00000303,CUST_000032,2024-03-17,완료,2456000,0,2456000
ORD_00000304,CUST_000102,2024-09-06,완료,549000,0,549000
ORD_00000305,CUST_000773,2024-11-24,완료,998000,0,998000
ORD_00000306,CUST_000651,2024-03-04,완료,502000,0,502000
ORD_00000307,CUST_000878,2023-05-30,완료,181000,0,181000
ORD_00000308,CUST_000934,2023-10-25,취소,3182000,0,3182000
ORD_00000309,CUST_000824,2024-04-06,완료,175500,0,175500
ORD_00000310,CUST_000560,2024-08-19,완료,1518000,0,1518000
ORD_00000311,CUST_000178,2024-10-24,완료,35200,3000,38200
ORD_00000312,CUST_000845,2023-03-29,완료,131000,0,131000
ORD_00000313,CUST_000868,2024-04-25,완료,4893600,0,4893600
ORD_00000314,CUST_000704,2024-02-12,취소,3487100,0,3487100
ORD_00000315,CUST_000641,2024-12-31,완료,720000,0,720000
ORD_00000316,CUST_000326,2024-09-03,완료,433250,0,433250
ORD_00000317,CUST_000638,2023-04-08,완료,407700,0,407700
ORD_00000318,CUST_000015,2023-03-02,완료,713000,0,713000
ORD_00000319,CUST_000559,2023-12-07,완료,76000,0,76000
ORD_00000320,CUST_000573,2024-04-27,완료,500000,0,500000
ORD_00000321,CUST_000176,2024-09-12,완료,2126400,0,2126400
ORD_00000322,CUST_000275,2024-09-04,완료,407700,0,407700
ORD_00000323,CUST_000120,2023-02-16,완료,1301000,0,1301000
ORD_00000324,CUST_000922,2024-05-31,완료,834000,0,834000
ORD_00000325,CUST_000765,2024-01-26,완료,2271200,0,2271200
ORD_00000326,CUST_000985,2024-02-09,완료,541800,0,541800
ORD_00000327,CUST_000578,2024-01-15,완료,2065500,0,2065500
ORD_00000328,CUST_000873,2024-07-26,완료,120000,0,120000
ORD_00000329,CUST_000345,2024-08-17,배송중,708000,0,708000
ORD_00000330,CUST_000747,2024-05-30,완료,271800,0,271800
ORD_00000331,CUST_000528,2023-12-14,완료,218000,0,218000
ORD_00000332,CUST_000088,2023-05-16,완료,228500,0,228500
ORD_00000333,CUST_000950,2024-12-28,완료,6770050,0,6770050
ORD_00000334,CUST_000442,2023-09-24,배송중,289000,0,289000
ORD_00000335,CUST_000086,2023-11-17,완료,194650,0,194650
ORD_00000336,CUST_000629,2023-05-11,완료,372000,0,372000
ORD_00000337,CUST_000981,2023-10-15,완료,931398,0,931398
ORD_00000338,CUST_000503,2024-03-16,완료,263500,0,263500
ORD_00000339,CUST_000378,2023-09-27,완료,483000,0,483000
ORD_00000340,CUST_000871,2023-09-28,완료,576000,0,576000
ORD_00000341,CUST_000421,2023-11-17,완료,606000,0,606000
ORD_00000342,CUST_000008,2023-06-18,완료,240000,0,240000
ORD_00000343,CUST_000504,2024-05-18,완료,982000,0,982000
ORD_00000344,CUST_000951,2024-07-23,완료,735000,0,735000
ORD_00000345,CUST_000552,2024-10-13,완료,2852600,0,2852600
ORD_00000346,CUST_000975,2023-02-24,완료,312200,0,312200
ORD_00000347,CUST_000514,2023-06-02,완료,298000,0,298000
ORD_00000348,CUST_000187,2023-08-24,배송중,126699,0,126699
ORD_00000349,CUST_000868,2023-02-06,완료,2528800,0,2528800
ORD_00000350,CUST_000782,2024-12-23,배송중,654000,0,654000
ORD_00000351,CUST_000259,2024-03-22,완료,138600,0,138600
ORD_00000352,CUST_000027,2024-05-21,완료,1765000,0,1765000
ORD_00000353,CUST_000906,2024-01-01,완료,4067500,0,4067500
ORD_00000354,CUST_000107,2024-04-13,완료,2614000,0,2614000
ORD_00000355,CUST_000929,2023-06-01,완료,1132000,0,1132000
ORD_00000356,CUST_000345,2023-12-24,완료,117599,0,117599
ORD_00000357,CUST_000297,2023-07-28,배송중,1072000,0,1072000
ORD_00000358,CUST_000873,2023-07-04,완료,6514000,0,6514000
ORD_00000359,CUST_000864,2024-06-04,완료,7159000,0,7159000
ORD_00000360,CUST_000963,2024-11-10,완료,3451100,0,3451100
ORD_00000361,CUST_000730,2023-01-05,완료,395250,0,395250
ORD_00000362,CUST_000769,2024-08-07,완료,192000,0,192000
ORD_00000363,CUST_000115,2024-03-02,완료,488000,0,488000
ORD_00000364,CUST_000139,2024-05-25,완료,583950,0,583950
ORD_00000365,CUST_000326,2023-04-07,완료,412000,0,412000
ORD_00000366,CUST_000664,2023-01-27,완료,1964000,0,1964000
ORD_00000367,CUST_000693,2024-11-28,완료,741000,0,741000
ORD_00000368,CUST_000090,2023-05-05,완료,1012000,0,1012000
ORD_00000369,CUST_000255,2024-01-18,완료,1463000,0,1463000
ORD_00000370,CUST_000182,2023-06-07,완료,1245000,0,1245000
ORD_00000371,CUST_000672,2023-03-25,완료,654000,0,654000
ORD_00000372,CUST_000121,2024-12-25,완료,675200,0,675200
ORD_00000373,CUST_000804,2024-04-09,완료,3735000,0,3735000
ORD_00000374,CUST_000513,2023-10-03,완료,432600,0,432600
ORD_00000375,CUST_000627,2024-11-04,완료,919000,0,919000
ORD_00000376,CUST_000715,2023-12-04,완료,170250,0,170250
ORD_00000377,CUST_000687,2024-11-02,완료,576000,0,576000
ORD_00000378,CUST_000955,2024-04-08,완료,580000,0,580000
ORD_00000379,CUST_000470,2024-08-05,완료,144299,0,144299
ORD_00000380,CUST_000439,2023-02-19,완료,3916000,0,3916000
ORD_00000381,CUST_000353,2023-11-27,완료,113400,0,113400
ORD_00000382,CUST_000482,2023-03-14,완료,530100,0,530100
ORD_00000383,CUST_000570,2024-09-08,완료,240000,0,240000
ORD_00000384,CUST_000078,2023-04-05,완료,184000,0,184000
ORD_00000385,CUST_000082,2023-09-19,완료,109000,0,109000
ORD_00000386,CUST_000807,2023-09-03,완료,77900,0,77900
ORD_00000387,CUST_000175,2023-04-02,완료,192000,0,192000
ORD_00000388,CUST_000183,2023-08-02,완료,1245000,0,1245000
ORD_00000389,CUST_000349,2024-02-02,완료,476000,0,476000
ORD_00000390,CUST_000942,2023-10-19,완료,834000,0,834000
ORD_00000391,CUST_000873,2024-10-31,완료,154850,0,154850
ORD_00000392,CUST_000228,2023-05-04,완료,1964000,0,1964000
ORD_00000393,CUST_000940,2024-05-17,배송중,2174000,0,2174000
ORD_00000394,CUST_000829,2023-11-14,취소,4922100,0,4922100
ORD_00000395,CUST_000410,2024-01-03,완료,1041000,0,1041000
ORD_00000396,CUST_000225,2023-04-09,완료,460000,0,460000
ORD_00000397,CUST_000290,2024-06-08,완료,1503000,0,1503000
ORD_00000398,CUST_000703,2024-05-16,완료,1172400,0,1172400
ORD_00000399,CUST_000866,2024-05-02,완료,3006000,0,3006000
ORD_00000400,CUST_000544,2024-07-30,완료,4566000,0,4566000
ORD_00000401,CUST_000710,2024-03-09,완료,112700,0,112700
ORD_00000402,CUST_000798,2024-03-08,완료,876550,0,876550
ORD_00000403,CUST_000354,2023-07-10,완료,454000,0,454000
ORD_00000404,CUST_000512,2024-10-07,완료,476000,0,476000
ORD_00000405,CUST_000535,2023-04-06,완료,2957000,0,2957000
ORD_00000406,CUST_000638,2024-06-09,완료,1183000,0,1183000
ORD_00000407,CUST_000064,2023-08-18,완료,407700,0,407700
ORD_00000408,CUST_000568,2024-12-03,배송중,1638850,0,1638850
ORD_00000409,CUST_000571,2024-05-22,완료,5824800,0,5824800
ORD_00000410,CUST_000426,2024-06-21,완료,380500,0,380500
ORD_00000411,CUST_000947,2024-04-24,취소,26000,3000,29000
