order_id,product_id,product_name,unit_price,quantity,total_price
ORD_00000110,PROD_000082,나이키 생활용품 상품 82,102000,3,306000
ORD_00000111,PROD_000066,LG 뷰티 상품 66,69000,3,207000
ORD_00000112,PROD_000083,애플 가전 상품 83,708800,1,708800
ORD_00000113,PROD_000025,애플 패션 상품 25,138600,2,277200
ORD_00000114,PROD_000060,LG 패션 상품 60,245000,2,490000
ORD_00000115,PROD_000055,LG 패션 상품 55,159000,2,318000
ORD_00000115,PROD_000046,애플 뷰티 상품 46,117000,2,234000
ORD_00000116,PROD_000087,유니클로 스포츠 상품 87,180600,2,361200
ORD_00000116,PROD_000044,삼성 전자기기 상품 44,919000,1,919000
ORD_00000116,PROD_000063,유니클로 전자기기 상품 63,1245000,1,1245000
ORD_00000117,PROD_000008,나이키 패션 상품 8,94500,3,283500
ORD_00000117,PROD_000028,유니클로 패션 상품 28,189550,3,568650
ORD_00000118,PROD_000082,나이키 생활용품 상품 82,102000,3,306000
ORD_00000118,PROD_000075,LG 뷰티 상품 75,13600,1,13600
ORD_00000119,PROD_000033,유니클로 가전 상품 33,1577000,2,3154000
ORD_00000119,PROD_000027,아디다스 뷰티 상품 27,23000,1,23000
ORD_00000120,PROD_000025,애플 패션 상품 25,138600,3,415800
ORD_00000120,PROD_000001,LG 생활용품 상품 1,120000,2,240000
ORD_00000121,PROD_000083,애플 가전 상품 83,708800,1,708800
ORD_00000122,PROD_000082,나이키 생활용품 상품 82,102000,3,306000
ORD_00000123,PROD_000025,애플 패션 상품 25,138600,3,415800
ORD_00000124,PROD_000062,애플 뷰티 상품 62,250000,3,750000
ORD_00000124,PROD_000047,LG 전자기기 상품 47,974000,3,2922000
ORD_00000125,PROD_000005,아디다스 뷰티 상품 5,181000,2,362000
ORD_00000126,PROD_000053,애플 가전 상품 53,1135600,3,3406800
ORD_00000126,PROD_000038,LG 패션 상품 38,195000,1,195000
ORD_00000126,PROD_000096,삼성 생활용품 상품 96,113400,3,340200
ORD_00000127,PROD_000056,애플 가전 상품 56,2065500,2,4131000
ORD_00000127,PROD_000067,애플 전자기기 상품 67,1522000,2,3044000
ORD_00000128,PROD_000012,아디다스 스포츠 상품 12,38950,3,116850
ORD_00000128,PROD_000042,나이키 생활용품 상품 42,203000,2,406000
ORD_00000129,PROD_000093,LG 전자기기 상품 93,442000,3,1326000
ORD_00000130,PROD_000074,LG 스포츠 상품 74,174400,2,348800
ORD_00000130,PROD_000084,나이키 가전 상품 84,227000,2,454000
ORD_00000131,PROD_000080,LG 가전 상품 80,327000,1,327000
ORD_00000132,PROD_000066,LG 뷰티 상품 66,69000,1,69000
ORD_00000133,PROD_000064,유니클로 스포츠 상품 64,165000,2,330000
ORD_00000134,PROD_000083,애플 가전 상품 83,708800,3,2126400
ORD_00000135,PROD_000047,LG 전자기기 상품 47,974000,1,974000
ORD_00000136,PROD_000012,아디다스 스포츠 상품 12,38950,2,77900
ORD_00000137,PROD_000080,LG 가전 상품 80,327000,1,327000
ORD_00000138,PROD_000093,LG 전자기기 상품 93,442000,2,884000
ORD_00000138,PROD_000046,애플 뷰티 상품 46,117000,2,234000
ORD_00000138,PROD_000018,유니클로 전자기기 상품 18,998000,2,1996000
ORD_00000139,PROD_000025,애플 패션 상품 25,138600,1,138600
ORD_00000139,PROD_000009,나이키 전자기기 상품 9,303000,3,909000
ORD_00000140,PROD_000047,LG 전자기기 상품 47,974000,1,974000
ORD_00000141,PROD_000033,유니클로 가전 상품 33,1577000,3,4731000
ORD_00000142,PROD_000080,LG 가전 상품 80,327000,3,981000
ORD_00000142,PROD_000034,LG 뷰티 상품 34,254000,1,254000
ORD_00000142,PROD_000042,나이키 생활용품 상품 42,203000,3,609000
ORD_00000143,PROD_000072,삼성 스포츠 상품 72,278000,2,556000
ORD_00000144,PROD_000012,아디다스 스포츠 상품 12,38950,2,77900
ORD_00000144,PROD_000006,LG 스포츠 상품 6,131000,1,131000
ORD_00000145,PROD_000040,나이키 뷰티 상품 40,273000,3,819000
ORD_00000146,PROD_000094,나이키 생활용품 상품 94,81000,1,81000
ORD_00000147,PROD_000074,LG 스포츠 상품 74,174400,3,523200
ORD_00000148,PROD_000083,애플 가전 상품 83,708800,3,2126400
ORD_00000149,PROD_000066,LG 뷰티 상품 66,69000,2,138000
ORD_00000150,PROD_000011,LG 스포츠 상품 11,135900,1,135900
ORD_00000150,PROD_000023,삼성 스포츠 상품 23,247000,3,741000
ORD_00000150,PROD_000060,LG 패션 상품 60,245000,2,490000
ORD_00000151,PROD_000060,LG 패션 상품 60,245000,1,245000
ORD_00000152,PROD_000062,애플 뷰티 상품 62,250000,2,500000
ORD_00000153,PROD_000011,LG 스포츠 상품 11,135900,2,271800
ORD_00000153,PROD_000083,애플 가전 상품 83,708800,2,1417600
ORD_00000153,PROD_000095,LG 생활용품 상품 95,230000,3,690000
ORD_00000154,PROD_000095,LG 생활용품 상품 95,230000,2,460000
ORD_00000155,PROD_000026,나이키 전자기기 상품 26,1503000,3,4509000
ORD_00000156,PROD_000037,유니클로 뷰티 상품 37,120000,1,120000
ORD_00000157,PROD_000040,나이키 뷰티 상품 40,273000,2,546000
ORD_00000158,PROD_000091,나이키 가전 상품 91,1132000,3,3396000
ORD_00000159,PROD_000058,아디다스 생활용품 상품 58,76000,1,76000
ORD_00000159,PROD_000067,애플 전자기기 상품 67,1522000,3,4566000
ORD_00000160,PROD_000077,나이키 뷰티 상품 77,112700,2,225400
ORD_00000160,PROD_000070,아디다스 가전 상품 70,982000,2,1964000
ORD_00000161,PROD_000096,삼성 생활용품 상품 96,113400,2,226800
ORD_00000162,PROD_000047,LG 전자기기 상품 47,974000,1,974000
ORD_00000163,PROD_000024,삼성 가전 상품 24,2957000,1,2957000
ORD_00000163,PROD_000100,삼성 생활용품 상품 100,290000,2,580000
ORD_00000164,PROD_000048,나이키 패션 상품 48,192000,1,192000
ORD_00000164,PROD_000057,유니클로 스포츠 상품 57,85500,2,171000
ORD_00000165,PROD_000096,삼성 생활용품 상품 96,113400,2,226800
ORD_00000166,PROD_000076,아디다스 뷰티 상품 76,44800,3,134400
ORD_00000167,PROD_000015,애플 가전 상품 15,2475000,3,7425000
ORD_00000167,PROD_000093,LG 전자기기 상품 93,442000,3,1326000
ORD_00000168,PROD_000015,애플 가전 상품 15,2475000,3,7425000
ORD_00000169,PROD_000045,삼성 전자기기 상품 45,312200,2,624400
ORD_00000170,PROD_000001,LG 생활용품 상품 1,120000,3,360000
ORD_00000171,PROD_000085,LG 가전 상품 85,2122000,2,4244000
ORD_00000172,PROD_000049,삼성 스포츠 상품 49,154850,1,154850
ORD_00000173,PROD_000014,아디다스 생활용품 상품 14,92000,1,92000
ORD_00000174,PROD_000032,삼성 스포츠 상품 32,186000,2,372000
ORD_00000175,PROD_000090,아디다스 전자기기 상품 90,1664000,2,3328000
ORD_00000176,PROD_000092,삼성 스포츠 상품 92,206000,3,618000
ORD_00000177,PROD_000062,애플 뷰티 상품 62,250000,2,500000
ORD_00000178,PROD_000071,애플 생활용품 상품 71,17600,2,35200
ORD_00000179,PROD_000022,나이키 전자기기 상품 22,1214000,2,2428000
ORD_00000179,PROD_000001,LG 생활용품 상품 1,120000,3,360000
ORD_00000180,PROD_000026,나이키 전자기기 상품 26,1503000,2,3006000
ORD_00000180,PROD_000072,삼성 스포츠 상품 72,278000,3,834000
ORD_00000181,PROD_000018,유니클로 전자기기 상품 18,998000,1,998000
ORD_00000182,PROD_000001,LG 생활용품 상품 1,120000,3,360000
ORD_00000183,PROD_000095,LG 생활용품 상품 95,230000,3,690000
ORD_00000184,PROD_000084,나이키 가전 상품 84,227000,3,681000
ORD_00000185,PROD_000005,아디다스 뷰티 상품 5,181000,1,181000
ORD_00000186,PROD_000008,나이키 패션 상품 8,94500,3,283500
ORD_00000186,PROD_000089,애플 스포츠 상품 89,21250,2,42500
ORD_00000186,PROD_000015,애플 가전 상품 15,2475000,2,4950000
ORD_00000187,PROD_000069,삼성 생활용품 상품 69,126699,3,380097
ORD_00000187,PROD_000008,나이키 패션 상품 8,94500,3,283500
ORD_00000188,PROD_000098,아디다스 전자기기 상품 98,1426300,3,4278900
ORD_00000188,PROD_000072,삼성 스포츠 상품 72,278000,3,834000
ORD_00000189,PROD_000012,아디다스 스포츠 상품 12,38950,1,38950
ORD_00000190,PROD_000042,나이키 생활용품 상품 42,203000,1,203000
ORD_00000191,PROD_000025,애플 패션 상품 25,138600,2,277200
ORD_00000191,PROD_000066,LG 뷰티 상품 66,69000,1,69000
ORD_00000191,PROD_000089,애플 스포츠 상품 89,21250,1,21250
ORD_00000192,PROD_000051,유니클로 스포츠 상품 51,181000,3,543000
ORD_00000193,PROD_000005,아디다스 뷰티 상품 5,181000,2,362000
ORD_00000193,PROD_000058,아디다스 생활용품 상품 58,76000,2,152000
ORD_00000193,PROD_000080,LG 가전 상품 80,327000,2,654000
ORD_00000194,PROD_000052,아디다스 스포츠 상품 52,298000,1,298000
ORD_00000195,PROD_000089,애플 스포츠 상품 89,21250,1,21250
ORD_00000196,PROD_000005,아디다스 뷰티 상품 5,181000,2,362000
ORD_00000197,PROD_000050,아디다스 패션 상품 50,186000,3,558000
ORD_00000197,PROD_000065,유니클로 가전 상품 65,667000,1,667000
ORD_00000198,PROD_000039,나이키 스포츠 상품 39,131750,3,395250
ORD_00000198,PROD_000040,나이키 뷰티 상품 40,273000,3,819000
ORD_00000198,PROD_000005,아디다스 뷰티 상품 5,181000,1,181000
ORD_00000199,PROD_000032,삼성 스포츠 상품 32,186000,1,186000
ORD_00000200,PROD_000099,유니클로 생활용품 상품 99,117599,1,117599
ORD_00000201,PROD_000005,아디다스 뷰티 상품 5,181000,1,181000
ORD_00000202,PROD_000007,삼성 패션 상품 7,134000,2,268000
ORD_00000203,PROD_000077,나이키 뷰티 상품 77,112700,2,225400
ORD_00000203,PROD_000057,유니클로 스포츠 상품 57,85500,3,256500
ORD_00000204,PROD_000072,삼성 스포츠 상품 72,278000,2,556000
ORD_00000205,PROD_000067,애플 전자기기 상품 67,1522000,1,1522000
ORD_00000206,PROD_000068,나이키 전자기기 상품 68,1395000,1,1395000
ORD_00000206,PROD_000037,유니클로 뷰티 상품 37,120000,2,240000
ORD_00000207,PROD_000026,나이키 전자기기 상품 26,1503000,1,1503000
ORD_00000208,PROD_000039,나이키 스포츠 상품 39,131750,2,263500
ORD_00000209,PROD_000045,삼성 전자기기 상품 45,312200,3,936600
ORD_00000210,PROD_000087,유니클로 스포츠 상품 87,180600,3,541800
ORD_00000211,PROD_000047,LG 전자기기 상품 47,974000,3,2922000
ORD_00000211,PROD_000067,애플 전자기기 상품 67,1522000,2,3044000
ORD_00000211,PROD_000070,아디다스 가전 상품 70,982000,1,982000
ORD_00000212,PROD_000042,나이키 생활용품 상품 42,203000,1,203000
ORD_00000213,PROD_000029,유니클로 뷰티 상품 29,11000,3,33000
ORD_00000214,PROD_000093,LG 전자기기 상품 93,442000,1,442000
ORD_00000214,PROD_000052,아디다스 스포츠 상품 52,298000,2,596000
ORD_00000215,PROD_000044,삼성 전자기기 상품 44,919000,3,2757000
ORD_00000216,PROD_000052,아디다스 스포츠 상품 52,298000,1,298000
ORD_00000216,PROD_000084,나이키 가전 상품 84,227000,2,454000
ORD_00000217,PROD_000055,LG 패션 상품 55,159000,1,159000
ORD_00000218,PROD_000098,아디다스 전자기기 상품 98,1426300,3,4278900
ORD_00000219,PROD_000024,삼성 가전 상품 24,2957000,1,2957000
ORD_00000220,PROD_000070,아디다스 가전 상품 70,982000,3,2946000
ORD_00000221,PROD_000088,나이키 생활용품 상품 88,104000,3,312000
ORD_00000222,PROD_000058,아디다스 생활용품 상품 58,76000,2,152000
ORD_00000222,PROD_000059,애플 패션 상품 59,28000,1,28000
ORD_00000222,PROD_000075,LG 뷰티 상품 75,13600,1,13600
ORD_00000223,PROD_000071,애플 생활용품 상품 71,17600,1,17600
ORD_00000224,PROD_000025,애플 패션 상품 25,138600,2,277200
ORD_00000225,PROD_000100,삼성 생활용품 상품 100,290000,3,870000
ORD_00000226,PROD_000055,LG 패션 상품 55,159000,3,477000
ORD_00000227,PROD_000008,나이키 패션 상품 8,94500,2,189000
ORD_00000228,PROD_000097,아디다스 전자기기 상품 97,506000,1,506000
ORD_00000229,PROD_000032,삼성 스포츠 상품 32,186000,1,186000
ORD_00000230,PROD_000069,삼성 생활용품 상품 69,126699,2,253398
ORD_00000230,PROD_000091,나이키 가전 상품 91,1132000,2,2264000
ORD_00000231,PROD_000079,애플 전자기기 상품 79,536000,2,1072000
ORD_00000231,PROD_000091,나이키 가전 상품 91,1132000,3,3396000
ORD_00000231,PROD_000017,아디다스 패션 상품 17,258000,1,258000
ORD_00000232,PROD_000032,삼성 스포츠 상품 32,186000,3,558000
ORD_00000232,PROD_000035,애플 생활용품 상품 35,45000,2,90000
ORD_00000232,PROD_000020,애플 가전 상품 20,2456000,3,7368000
ORD_00000233,PROD_000086,삼성 패션 상품 86,9350,2,18700
ORD_00000234,PROD_000037,유니클로 뷰티 상품 37,120000,2,240000
ORD_00000235,PROD_000084,나이키 가전 상품 84,227000,3,681000
ORD_00000235,PROD_000019,LG 패션 상품 19,238000,1,238000
ORD_00000236,PROD_000035,애플 생활용품 상품 35,45000,1,45000
ORD_00000236,PROD_000007,삼성 패션 상품 7,134000,2,268000
ORD_00000237,PROD_000096,삼성 생활용품 상품 96,113400,3,340200
ORD_00000238,PROD_000098,아디다스 전자기기 상품 98,1426300,2,2852600
ORD_00000239,PROD_000086,삼성 패션 상품 86,9350,3,28050
ORD_00000240,PROD_000026,나이키 전자기기 상품 26,1503000,1,1503000
ORD_00000241,PROD_000033,유니클로 가전 상품 33,1577000,1,1577000
ORD_00000242,PROD_000027,아디다스 뷰티 상품 27,23000,3,69000
ORD_00000243,PROD_000095,LG 생활용품 상품 95,230000,2,460000
ORD_00000244,PROD_000011,LG 스포츠 상품 11,135900,2,271800
ORD_00000245,PROD_000097,아디다스 전자기기 상품 97,506000,3,1518000
ORD_00000246,PROD_000063,유니클로 전자기기 상품 63,1245000,2,2490000
ORD_00000247,PROD_000025,애플 패션 상품 25,138600,1,138600
ORD_00000248,PROD_000025,애플 패션 상품 25,138600,1,138600
ORD_00000249,PROD_000076,아디다스 뷰티 상품 76,44800,2,89600
ORD_00000250,PROD_000084,나이키 가전 상품 84,227000,2,454000
ORD_00000251,PROD_000020,애플 가전 상품 20,2456000,2,4912000
ORD_00000252,PROD_000074,LG 스포츠 상품 74,174400,1,174400
ORD_00000253,PROD_000019,LG 패션 상품 19,238000,1,238000
ORD_00000254,PROD_000064,유니클로 스포츠 상품 64,165000,2,330000
ORD_00000255,PROD_000020,애플 가전 상품 20,2456000,2,4912000
ORD_00000256,PROD_000077,나이키 뷰티 상품 77,112700,2,225400
ORD_00000256,PROD_000032,삼성 스포츠 상품 32,186000,1,186000
ORD_00000257,PROD_000009,나이키 전자기기 상품 9,303000,1,303000
ORD_00000258,PROD_000054,LG 뷰티 상품 54,161000,2,322000
ORD_00000258,PROD_000043,삼성 스포츠 상품 43,109000,3,327000
ORD_00000259,PROD_000060,LG 패션 상품 60,245000,2,490000
ORD_00000259,PROD_000088,나이키 생활용품 상품 88,104000,3,312000
ORD_00000260,PROD_000002,나이키 가전 상품 2,220400,1,220400
ORD_00000260,PROD_000043,삼성 스포츠 상품 43,109000,1,109000
ORD_00000261,PROD_000056,애플 가전 상품 56,2065500,2,4131000
ORD_00000262,PROD_000049,삼성 스포츠 상품 49,154850,1,154850
ORD_00000263,PROD_000094,나이키 생활용품 상품 94,81000,2,162000
ORD_00000263,PROD_000097,아디다스 전자기기 상품 97,506000,3,1518000
ORD_00000264,PROD_000052,아디다스 스포츠 상품 52,298000,3,894000
ORD_00000264,PROD_000027,아디다스 뷰티 상품 27,23000,2,46000
ORD_00000264,PROD_000087,유니클로 스포츠 상품 87,180600,2,361200
ORD_00000265,PROD_000021,삼성 전자기기 상품 21,1087000,1,1087000
ORD_00000266,PROD_000059,애플 패션 상품 59,28000,3,84000
ORD_00000267,PROD_000089,애플 스포츠 상품 89,21250,1,21250
ORD_00000268,PROD_000066,LG 뷰티 상품 66,69000,2,138000
ORD_00000269,PROD_000006,LG 스포츠 상품 6,131000,1,131000
ORD_00000270,PROD_000092,삼성 스포츠 상품 92,206000,2,412000
ORD_00000270,PROD_000074,LG 스포츠 상품 74,174400,1,174400
ORD_00000271,PROD_000046,애플 뷰티 상품 46,117000,2,234000
ORD_00000271,PROD_000093,LG 전자기기 상품 93,442000,2,884000
ORD_00000272,PROD_000035,애플 생활용품 상품 35,45000,1,45000
ORD_00000273,PROD_000094,나이키 생활용품 상품 94,81000,1,81000
ORD_00000274,PROD_000031,LG 뷰티 상품 31,294000,3,882000
ORD_00000274,PROD_000083,애플 가전 상품 83,708800,3,2126400
ORD_00000275,PROD_000036,애플 패션 상품 36,176700,1,176700
ORD_00000276,PROD_000018,유니클로 전자기기 상품 18,998000,3,2994000
ORD_00000277,PROD_000073,아디다스 생활용품 상품 73,278000,2,556000
ORD_00000278,PROD_000058,아디다스 생활용품 상품 58,76000,2,152000
